Region,YearMonth,T2M,PRECTOTCORR,WS2M,RH2M
Manyara,2006-11-01,22.205666666666666,134.46,3.2036666666666664,73.81333333333333
Manyara,2006-12-01,21.2758064516129,251.41,2.0325806451612904,82.08
Manyara,2007-01-01,21.844516129032257,104.94,1.8599999999999999,78.62774193548387
Manyara,2007-02-01,21.792142857142856,96.13,1.7285714285714284,75.78464285714286
Manyara,2007-03-01,21.438387096774196,116.55,1.9751612903225806,80.20935483870967
Manyara,2007-04-01,21.458333333333332,53.6,2.6726666666666667,79.74600000000001
Manyara,2007-05-01,20.68903225806452,52.74,3.297741935483871,78.24129032258064
Manyara,2007-06-01,19.03033333333333,11.42,3.0683333333333334,71.872
Manyara,2007-07-01,19.106451612903225,7.24,3.4099999999999997,70.47258064516129
Manyara,2007-08-01,19.92064516129032,16.81,4.023870967741935,69.24677419354839
Manyara,2007-09-01,21.541,7.640000000000001,4.461333333333333,63.02333333333333
Manyara,2007-10-01,22.220000000000002,14.5,4.452903225806451,63.14064516129033
Manyara,2007-11-01,23.10666666666667,49.23,3.8516666666666666,64.07533333333333
Manyara,2007-12-01,22.586451612903225,97.09,2.706451612903226,69.43870967741935
Manyara,2008-01-01,22.919677419354837,49.269999999999996,2.703225806451613,65.77451612903226
Manyara,2008-02-01,22.003103448275862,82.33,2.067586206896552,71.6696551724138
Manyara,2008-03-01,21.887096774193548,147.04,2.323225806451613,76.61806451612902
Manyara,2008-04-01,20.344333333333335,147.52,2.9876666666666667,81.89233333333333
Manyara,2008-05-01,20.076451612903227,20.93,3.1954838709677422,76.30483870967741
Manyara,2008-06-01,18.561333333333334,11.82,3.232666666666667,71.86999999999999
Manyara,2008-07-01,18.61741935483871,8.19,3.4025806451612906,70.56774193548387
Manyara,2008-08-01,20.00032258064516,4.95,4.11258064516129,67.1174193548387
Manyara,2008-09-01,21.73,9.8,4.214333333333333,61.315333333333335
Manyara,2008-10-01,23.287096774193547,18.32,4.207741935483871,60.15064516129033
Manyara,2008-11-01,22.907,109.04,3.435666666666667,69.69466666666668
Manyara,2008-12-01,23.44451612903226,33.74,3.4793548387096775,65.09064516129033
Manyara,2009-01-01,24.43967741935484,37.32,3.061935483870968,58.28354838709677
Manyara,2009-02-01,22.636785714285715,63.6,2.7314285714285718,70.68107142857143
Manyara,2009-03-01,23.508387096774193,41.65,2.890322580645161,67.30612903225806
Manyara,2009-04-01,21.84333333333333,83.56,3.015333333333333,75.60633333333334
Manyara,2009-05-01,21.28258064516129,25.48,3.2816129032258066,71.00903225806452
Manyara,2009-06-01,20.774333333333335,10.69,3.539,67.98133333333334
Manyara,2009-07-01,19.466129032258067,3.62,3.856451612903226,63.534193548387094
Manyara,2009-08-01,20.246774193548386,2.31,4.406451612903226,64.03709677419356
Manyara,2009-09-01,21.901333333333334,2.35,4.619,59.647333333333336
Manyara,2009-10-01,22.20967741935484,48.62,4.505483870967741,65.01741935483871
Manyara,2009-11-01,22.752333333333336,66.32,3.2003333333333335,67.32300000000001
Manyara,2009-12-01,22.491935483870968,176.12,2.7458064516129035,73.34451612903226
Manyara,2010-01-01,22.35709677419355,110.58,2.3261290322580646,72.30516129032259
Manyara,2010-02-01,23.215714285714284,41.58,2.5710714285714285,68.61857142857143
Manyara,2010-03-01,22.736451612903227,89.39,2.6370967741935485,73.90645161290323
Manyara,2010-04-01,22.258333333333333,98.91,3.208666666666667,76.49866666666667
Manyara,2010-05-01,20.76483870967742,100.33,3.036774193548387,77.93903225806451
Manyara,2010-06-01,19.691,5.1,3.2226666666666666,71.31833333333334
Manyara,2010-07-01,19.10516129032258,4.04,3.5316129032258066,66.99548387096775
Manyara,2010-08-01,19.878064516129033,6.56,4.020967741935484,63.04677419354839
Manyara,2010-09-01,21.092333333333332,6.17,4.568666666666667,61.333
Manyara,2010-10-01,22.919677419354837,12.47,4.160322580645161,57.29548387096774
Manyara,2010-11-01,22.528666666666666,100.43,3.726,68.32033333333334
Manyara,2010-12-01,22.440967741935484,105.86000000000001,2.7680645161290323,70.53870967741935
Manyara,2011-01-01,23.13741935483871,22.56,2.68,63.93064516129032
Manyara,2011-02-01,23.3625,89.5,2.2567857142857144,64.55964285714286
Manyara,2011-03-01,22.24741935483871,101.07000000000001,2.25258064516129,73.39387096774193
Manyara,2011-04-01,21.764,62.730000000000004,2.9503333333333335,75.98666666666666
Manyara,2011-05-01,20.84967741935484,59.93,3.296774193548387,75.58193548387096
Manyara,2011-06-01,20.345000000000002,6.93,3.1883333333333335,68.93433333333333
Manyara,2011-07-01,19.956129032258065,1.58,3.4861290322580643,61.954193548387096
Manyara,2011-08-01,20.437419354838706,5.05,4.141612903225807,63.45612903225807
Manyara,2011-09-01,21.488999999999997,18.03,4.534000000000001,63.617333333333335
Manyara,2011-10-01,21.973870967741938,77.74,4.013548387096774,67.24064516129032
Manyara,2011-11-01,22.605999999999998,76.06,3.2843333333333335,69.78133333333334
Manyara,2011-12-01,22.830000000000002,123.87,2.675806451612903,70.99548387096775
Manyara,2012-01-01,22.600967741935484,125.89,2.053225806451613,69.0141935483871
Manyara,2012-02-01,23.39103448275862,58.06,2.6468965517241383,64.68655172413793
Manyara,2012-03-01,22.30290322580645,61.2,2.208387096774193,73.2825806451613
Manyara,2012-04-01,21.079333333333334,121.7,2.5516666666666667,78.921
Manyara,2012-05-01,20.677096774193547,31.939999999999998,3.080967741935484,74.65774193548387
Manyara,2012-06-01,19.910666666666668,5.99,3.0986666666666665,68.84666666666666
Manyara,2012-07-01,19.73483870967742,2.13,3.345806451612903,62.71677419354839
Manyara,2012-08-01,20.301935483870967,22.49,3.831290322580645,64.55870967741936
Manyara,2012-09-01,21.589,6.06,4.4383333333333335,60.22866666666666
Manyara,2012-10-01,22.812258064516126,25.46,4.280645161290322,61.12032258064516
Manyara,2012-11-01,23.472666666666665,45.94,3.756333333333333,64.51433333333334
Manyara,2012-12-01,23.186129032258062,76.91,3.2193548387096773,67.55000000000001
Manyara,2013-01-01,23.418064516129032,103.84,2.500967741935484,68.33741935483872
Manyara,2013-02-01,24.025000000000002,24.38,2.5203571428571427,62.76142857142857
